text,label
someone spread false rumors about me on whatsapp and ruined my name,complaint
they are making false claims about me on facebook to damage my reputation,complaint
a person is falsely accusing me on social media and ruining my name,complaint
A professor said girls are naturally bad at technical subjects,complaint
I am given lower grade than boys for the same work,complaint
A teacher told me women should not pursue engineering,complaint
My family will not let me out because I am a woman,complaint
A colleague said women are too emotional for leadership,complaint
I am denied opportunities because I am male and stereotyped,complaint
A person said I should focus on cooking instead of studies,complaint
Someone told me to act more feminine or masculine,complaint
A teacher assigns less important projects to girls,complaint
A person assumes I am weak because of my gender,complaint
I am paid less than colleagues for the same work,complaint
A senior said women should not be out late,complaint
Someone questioned my capability because of my gender,complaint
A professor called on girls less in class,complaint
I was told I am too pretty to be taken seriously,complaint
A person made assumptions about my abilities due to gender,complaint
I face different rules than opposite gender,complaint
Someone said my gender makes me unsuitable for the job,complaint
A teacher gives better grades to boys,complaint
A person underestimated me based on gender,complaint
A professor said girls are naturally bad at technical subjects (This is happening to me regularly),complaint
I am given lower grade than boys for the same work (This is happening to me regularly),complaint
A teacher told me women should not pursue engineering (This is happening to me regularly),complaint
My family will not let me out because I am a woman (This is happening to me regularly),complaint
A colleague said women are too emotional for leadership (This is happening to me regularly),complaint
I am denied opportunities because I am male and stereotyped (This is happening to me regularly),complaint
A person said I should focus on cooking instead of studies (This is happening to me regularly),complaint
Someone told me to act more feminine or masculine (This is happening to me regularly),complaint
A teacher assigns less important projects to girls (This is happening to me regularly),complaint
A person assumes I am weak because of my gender (This is happening to me regularly),complaint
I am paid less than colleagues for the same work (This is happening to me regularly),complaint
A senior said women should not be out late (This is happening to me regularly),complaint
Someone questioned my capability because of my gender (This is happening to me regularly),complaint
A professor called on girls less in class (This is happening to me regularly),complaint
I was told I am too pretty to be taken seriously (This is happening to me regularly),complaint
A person made assumptions about my abilities due to gender (This is happening to me regularly),complaint
I face different rules than opposite gender (This is happening to me regularly),complaint
Someone said my gender makes me unsuitable for the job (This is happening to me regularly),complaint
A teacher gives better grades to boys (This is happening to me regularly),complaint
A person underestimated me based on gender (This is happening to me regularly),complaint
I face discrimination because of my gender,complaint
I am treated unfairly because I am a girl,complaint
I am treated unfairly because I am a boy,complaint
My gender is used against me,complaint
I face gender-based discrimination,complaint
I am denied opportunities due to my gender,complaint
People stereotype me based on my gender,complaint
I face sexist comments and behavior,complaint
My gender affects how people treat me,complaint
I face discrimination for being transgender,complaint
I am facing gender discrimination,complaint
I am discriminated against for my gender,complaint
my gender determines how people treat me,complaint
I face gender-based treatment,complaint
I am denied opportunities because of my gender,complaint
people stereotype me based on gender,complaint
I am treated unfairly because of my gender,complaint
my gender affects my opportunities,complaint
gender discrimination affects me,complaint
The college imposes a 6 PM curfew for female students but allows boys out till 10 PM,complaint
A professor told me that women are not suited for mechanical engineering,complaint
I was rejected from the student council head role because the committee preferred a male,complaint
They told me female students cannot stay in the laboratory after evening hours,complaint
A faculty member made sexist remarks asking why girls bother studying when they just marry,complaint
Female students were denied permission to participate in the annual sports tournament,complaint
The placement officer told companies not to hire female candidates for fieldwork,complaint
I was asked invasive questions about my marriage and family plans during a PhD interview,complaint
Male students were given access to research equipment while female students were denied,complaint
They treated transgender students with disrespect and denied access to proper facilities,complaint
I am treated unfairly because I am from a poor family,complaint
A person discriminates against me based on my appearance,complaint
I face discrimination due to my disability,complaint
A person treats me differently because of my family background,complaint
I am excluded due to my economic status,complaint
A person discriminates against me based on age,complaint
I face unfair treatment due to my occupation,complaint
A person treats me poorly due to where I am from,complaint
I am discriminated against due to my accent,complaint
A person excludes me due to my beliefs,complaint
I face discrimination at work due to my background,complaint
A person treats me poorly due to my lifestyle,complaint
I am excluded from activities due to my status,complaint
A person discriminates based on my education level,complaint
I face unfair treatment due to my family structure,complaint
A person treats me poorly due to my social status,complaint
I am discriminated against due to my orientation,complaint
A person excludes me based on stereotypes,complaint
I face bias due to my cultural background,complaint
A person treats me unfairly due to my social circle,complaint
I am treated unfairly because I am from a poor family (This is happening to me regularly),complaint
A person discriminates against me based on my appearance (This is happening to me regularly),complaint
I face discrimination due to my disability (This is happening to me regularly),complaint
A person treats me differently because of my family background (This is happening to me regularly),complaint
I am excluded due to my economic status (This is happening to me regularly),complaint
A person discriminates against me based on age (This is happening to me regularly),complaint
I face unfair treatment due to my occupation (This is happening to me regularly),complaint
A person treats me poorly due to where I am from (This is happening to me regularly),complaint
I am discriminated against due to my accent (This is happening to me regularly),complaint
A person excludes me due to my beliefs (This is happening to me regularly),complaint
I face discrimination at work due to my background (This is happening to me regularly),complaint
A person treats me poorly due to my lifestyle (This is happening to me regularly),complaint
I am excluded from activities due to my status (This is happening to me regularly),complaint
A person discriminates based on my education level (This is happening to me regularly),complaint
I face unfair treatment due to my family structure (This is happening to me regularly),complaint
A person treats me poorly due to my social status (This is happening to me regularly),complaint
I am discriminated against due to my orientation (This is happening to me regularly),complaint
A person excludes me based on stereotypes (This is happening to me regularly),complaint
I face bias due to my cultural background (This is happening to me regularly),complaint
A person treats me unfairly due to my social circle (This is happening to me regularly),complaint
I face general discrimination,complaint
I am treated unfairly,complaint
Discrimination is happening to me,complaint
I am discriminated against,complaint
I experience prejudicial treatment,complaint
I am denied equal treatment,complaint
Discrimination affects my opportunities,complaint
The university buildings have no wheelchair ramps and the administration refused accommodation,complaint
A professor mocked my speech impediment and stutter in front of the entire class,complaint
I was denied hostel accommodation because I suffer from a chronic medical disability,complaint
Classmates made fun of my rural background and poor English communication skills,complaint
The department refused to provide exam question papers in accessible format for blind students,complaint
I was excluded from college clubs because I come from an impoverished family background,complaint
A teacher openly ridiculed students from state government schools,complaint
They refused to admit my service animal on campus despite medical documentation,complaint
I was mocked and treated as inferior because I work a night job to pay tuition,complaint
The university refused to provide wheelchair ramp access or accommodations for my physical disability,complaint
A professor refused to grant extra exam time despite my official medical disability certificate,complaint
The college hostel denied accommodation because of my chronic health condition,complaint
I was mocked and excluded by classmates because of my family's poor financial background,complaint
The placement coordinator discouraged recruiters from interviewing students with physical disabilities,complaint
A faculty member discriminated against me because I spoke broken English with a rural background,complaint
The institute refused reasonable accommodations for a visually impaired student,complaint
They excluded me from college committee positions solely due to my socio-economic background,complaint
A teacher made demeaning comments about students coming from underprivileged poor families,complaint
The college refused to provide sign language interpreter or disability support services,complaint
I was denied equal opportunity to participate in sports due to arbitrary physical bias,complaint
Management discriminated against students from regional language schooling backgrounds,complaint
The administration refused to install basic accessible infrastructure for disabled students,complaint
Classmates isolated and ridiculed me because of my modest economic background,complaint
The university denied equal opportunities based on arbitrary socio-economic discrimination,complaint
Someone created a fake account pretending to be me,complaint
A person posted my personal information online,complaint
Someone leaked my home address on social media,complaint
I found my intimate photos shared without permission,complaint
A person shared my phone number publicly online,complaint
Someone impersonated me to damage my reputation,complaint
I found deepfake videos of me online,complaint
A person shared my family addresses,complaint
Someone used my photos to create fake accounts,complaint
I found my location tracked and shared,complaint
A person leaked my workplace information,complaint
Someone created videos with my face,complaint
I found my personal details posted on forums,complaint
A person hacked my account and impersonated me,complaint
Someone shared screenshots of my private conversations,complaint
I found my intimate images morphed and shared,complaint
A person created a fake profile to impersonate me,complaint
Someone shared my educational details publicly,complaint
I found myself being impersonated in multiple forums,complaint
A person shared my contact information for harassment,complaint
Someone created a fake account pretending to be me (This is happening to me regularly),complaint
A person posted my personal information online (This is happening to me regularly),complaint
Someone leaked my home address on social media (This is happening to me regularly),complaint
I found my intimate photos shared without permission (This is happening to me regularly),complaint
A person shared my phone number publicly online (This is happening to me regularly),complaint
Someone impersonated me to damage my reputation (This is happening to me regularly),complaint
I found deepfake videos of me online (This is happening to me regularly),complaint
A person shared my family addresses (This is happening to me regularly),complaint
Someone used my photos to create fake accounts (This is happening to me regularly),complaint
I found my location tracked and shared (This is happening to me regularly),complaint
A person leaked my workplace information (This is happening to me regularly),complaint
Someone created videos with my face (This is happening to me regularly),complaint
I found my personal details posted on forums (This is happening to me regularly),complaint
A person hacked my account and impersonated me (This is happening to me regularly),complaint
Someone shared screenshots of my private conversations (This is happening to me regularly),complaint
I found my intimate images morphed and shared (This is happening to me regularly),complaint
A person created a fake profile to impersonate me (This is happening to me regularly),complaint
Someone shared my educational details publicly (This is happening to me regularly),complaint
I found myself being impersonated in multiple forums (This is happening to me regularly),complaint
A person shared my contact information for harassment (This is happening to me regularly),complaint
Someone impersonated me on social media,complaint
My identity was stolen online,complaint
Someone created a fake account in my name,complaint
Someone spread my personal information,complaint
My private information was leaked online,complaint
Someone shared my address and phone number,complaint
I was doxxed on social media,complaint
Someone impersonates me to harass others,complaint
My personal details were made public without consent,complaint
Someone created a fake profile pretending to be me,complaint
someone impersonated me and shared harmful content,complaint
my identity was stolen and misused,complaint
someone is impersonating me online,complaint
my personal information was leaked online,complaint
someone doxxed me on social media,complaint
my address and phone were shared without permission,complaint
someone shared my personal details online,complaint
my identity is being used to harm me,complaint
my identity was misused online,complaint
someone created fake account as me,complaint
identity theft happened,complaint
someone stole my online identity,complaint
fake profile impersonating me,complaint
my info was shared online without consent,complaint
"Someone posted my full residential address, phone number, and family photos on Twitter",complaint
"A fake Tinder profile was made using my photos, real name, and phone number",complaint
"Someone leaked my Aadhaar card number, PAN details, and student ID online",complaint
A person created an exact clone of my Instagram account and is scamming my followers,complaint
My home location and daily commuting schedule were published on an anonymous forum,complaint
Someone registered my phone number on multiple adult dating websites to harass me,complaint
A fake email address in my name was used to send offensive emails to college professors,complaint
They leaked my private WhatsApp contact list and personal email accounts online,complaint
Someone used my photograph and forged documents to apply for online credit cards,complaint
someone is using my face in instagram,complaint
someone is using my photos on instagram,complaint
an account is using my picture and pretending to be me,complaint
someone created a fake profile with my face on instagram,complaint
they made an account using my photos without asking,complaint
someone stole my pictures to create a fake instagram account,complaint
an anonymous user created a profile using my photo and name,complaint
someone is using my face and name on facebook without consent,complaint
a fake account is impersonating me using my private photos,complaint
someone made a duplicate profile using my pictures,complaint
My college is blocking my TC because I complained,complaint
A professor is retaliating against me for reporting abuse,complaint
The college will not investigate harassment complaints,complaint
A teacher is giving me bad marks for reporting them,complaint
The administration is covering up abuse cases,complaint
I am being threatened with expulsion for complaining,complaint
A college official is demanding money for favors,complaint
The college is illegally holding my original documents,complaint
A teacher is sexually harassing me and administration ignores,complaint
I am facing institutional retaliation for speaking up,complaint
The college is biased against me for my caste,complaint
An administrator abused me and there is no investigation,complaint
The college administration is ignoring rape complaints,complaint
A faculty member is abusing power over my grades,complaint
The institution is enabling serial abusers,complaint
I am being punished for reporting misconduct,complaint
The college will not let me change my hostel after abuse,complaint
An official is extorting money for college favors,complaint
The administration is covering up a crime,complaint
I am facing administrative punishment for reporting harassment,complaint
My college is blocking my TC because I complained (This is happening to me regularly),complaint
A professor is retaliating against me for reporting abuse (This is happening to me regularly),complaint
The college will not investigate harassment complaints (This is happening to me regularly),complaint
A teacher is giving me bad marks for reporting them (This is happening to me regularly),complaint
The administration is covering up abuse cases (This is happening to me regularly),complaint
I am being threatened with expulsion for complaining (This is happening to me regularly),complaint
A college official is demanding money for favors (This is happening to me regularly),complaint
The college is illegally holding my original documents (This is happening to me regularly),complaint
A teacher is sexually harassing me and administration ignores (This is happening to me regularly),complaint
I am facing institutional retaliation for speaking up (This is happening to me regularly),complaint
The college is biased against me for my caste (This is happening to me regularly),complaint
An administrator abused me and there is no investigation (This is happening to me regularly),complaint
The college administration is ignoring rape complaints (This is happening to me regularly),complaint
A faculty member is abusing power over my grades (This is happening to me regularly),complaint
The institution is enabling serial abusers (This is happening to me regularly),complaint
I am being punished for reporting misconduct (This is happening to me regularly),complaint
The college will not let me change my hostel after abuse (This is happening to me regularly),complaint
An official is extorting money for college favors (This is happening to me regularly),complaint
The administration is covering up a crime (This is happening to me regularly),complaint
I am facing administrative punishment for reporting harassment (This is happening to me regularly),complaint
The college is denying my basic rights,complaint
The institution is acting unfairly towards me,complaint
College authorities are abusing their power,complaint
Institutional negligence caused me harm,complaint
The college failed to protect me,complaint
Institutional policies are discriminatory,complaint
College management is corrupt,complaint
I am unfairly punished by the institution,complaint
Institutional authorities are biased against me,complaint
A professor demanded that I do his personal domestic household chores for exam marks,complaint
The department head demanded a bribe in cash to sign my research thesis submission,complaint
"When I filed a complaint with the ICC, the administration retaliated by failing me",complaint
Faculty members fabricated attendance records to debar protesting students from exams,complaint
The warden entered students' private hostel rooms without notice and confiscated property,complaint
The management covered up a serious safety incident and pressured victims into silence,complaint
A teacher threatened to ruin our career prospects if we gave negative feedback on faculty reviews,complaint
The university administration refused to convene the Anti-Ragging committee after a formal complaint,complaint
Marks were arbitrarily awarded based on personal favoritism rather than exam performance,complaint
The college Internal Complaints Committee refused to accept my sexual harassment complaint,complaint
The professor retaliated against me by failing me in exams after I reported his misconduct,complaint
The HOD threatened to cancel my research fellowship if I spoke to the inspection committee,complaint
The university administration covered up ragging incidents to protect college reputation,complaint
The college proctor victimized me and forced me to withdraw my formal police report,complaint
The principal conducted a biased disciplinary inquiry without giving me a chance to speak,complaint
Faculty members formed an internal committee that dismissed my complaint without investigation,complaint
The department head deliberately withheld my thesis submission because of personal grudge,complaint
The institute administration protected a senior professor accused of serious misconduct,complaint
College management retaliated against student protestors by giving arbitrary suspensions,complaint
The anti-ragging squad in our college ignored multiple written complaints of abuse,complaint
The dean warned me that reporting abuse would destroy my academic future and career,complaint
The examination committee arbitrarily cancelled my answer sheets without valid inquiry,complaint
The college authorities refused to provide CCTV footage of the assault on campus,complaint
Management threatened to cancel my degree if I filed an official complaint with UGC,complaint
The institutional board conducted a kangaroo court and expelled me without due process,complaint
The college administration shielded abusive seniors from legal action,complaint
Faculty members colluded to manipulate internal marks to fail targeted students,complaint
The proctorial board forced me to sign a confession letter under duress,complaint
The university ombudsperson dismissed my grievance petition without hearing evidence,complaint
The college head of department abused authority to victimize me academically,complaint
The administration refused to constitute a mandatory Internal Complaints Committee (ICC),complaint
The institute ignored statutory UGC guidelines and punished the whistleblower student,complaint
A professor abused his official power to demand personal favors from students,complaint
College management buried the official inquiry report to protect influential staff,complaint
Someone posted hateful videos about my religion online,complaint
I see posts calling for violence against my community,complaint
A person made anti-Dalit posts targeting me,complaint
Someone posted racist content about Northeast Indians,complaint
I am targeted by online hate speech about my caste,complaint
A person shared hateful comments about women,complaint
I see organized hate posts about my community,complaint
Someone posted misogynistic content targeting me,complaint
A person shared Islamophobic content online,complaint
I am targeted by coordinated hate campaigns,complaint
Someone posted dehumanizing content about my group,complaint
A person made threats wrapped in hate speech,complaint
I see online communities organizing hate against my kind,complaint
Someone posted to incite violence against my community,complaint
A person shared content portraying my religion negatively,complaint
I am targeted by casteist hate speech online,complaint
Someone posted xenophobic content about my region,complaint
A person shared homophobic hate speech targeting me,complaint
I see content calling for discrimination against my group,complaint
Someone organized hate speech against my community,complaint
Someone posted hateful videos about my religion online (This is happening to me regularly),complaint
I see posts calling for violence against my community (This is happening to me regularly),complaint
A person made anti-Dalit posts targeting me (This is happening to me regularly),complaint
Someone posted racist content about Northeast Indians (This is happening to me regularly),complaint
I am targeted by online hate speech about my caste (This is happening to me regularly),complaint
A person shared hateful comments about women (This is happening to me regularly),complaint
I see organized hate posts about my community (This is happening to me regularly),complaint
Someone posted misogynistic content targeting me (This is happening to me regularly),complaint
A person shared Islamophobic content online (This is happening to me regularly),complaint
I am targeted by coordinated hate campaigns (This is happening to me regularly),complaint
Someone posted dehumanizing content about my group (This is happening to me regularly),complaint
A person made threats wrapped in hate speech (This is happening to me regularly),complaint
I see online communities organizing hate against my kind (This is happening to me regularly),complaint
Someone posted to incite violence against my community (This is happening to me regularly),complaint
A person shared content portraying my religion negatively (This is happening to me regularly),complaint
I am targeted by casteist hate speech online (This is happening to me regularly),complaint
Someone posted xenophobic content about my region (This is happening to me regularly),complaint
A person shared homophobic hate speech targeting me (This is happening to me regularly),complaint
I see content calling for discrimination against my group (This is happening to me regularly),complaint
Someone organized hate speech against my community (This is happening to me regularly),complaint
I receive hate speech online,complaint
Hateful comments are directed at me,complaint
I am targeted with hate speech,complaint
Offensive hate speech is posted about me,complaint
I receive messages containing hate speech,complaint
Someone uses hateful slurs against me online,complaint
I face hate-based comments online,complaint
Someone spreads hate speech about my community,complaint
I receive threatening hate messages,complaint
hateful comments target me,complaint
I am attacked with hate speech,complaint
hate messages are sent to me,complaint
I face online hate,complaint
someone posts hateful content about me,complaint
hate-filled comments target me,complaint
Someone posted a video calling for the lynching and expulsion of my community,complaint
A group is spreading genocidal memes and incitement to violence on Telegram,complaint
They shared vile dehumanizing cartoons depicting my religious and ethnic group,complaint
A public page is encouraging physical attacks against minority students in town,complaint
People are posting hate-filled rants threatening the annihilation of our group,complaint
Someone circulated hate speech pamphlets calling our community parasites and traitors,complaint
A verified social media account called for economic boycotts and attacks on our community,complaint
They are organizing coordinated online mobs to harass members of our community,complaint
Someone created a public social media group calling for violent attacks on our community,complaint
A viral post is inciting religious hatred and mob violence against minorities,complaint
People are circulating hate speech videos targeting specific ethnic communities online,complaint
Someone posted death threats and hate speech targeting lower caste communities on Twitter,complaint
A popular influencer published hate speech videos inciting riots against our faith,complaint
They created a Telegram channel dedicated to spreading communal hatred and genocidal threats,complaint
An online group is actively circulating hate speech to provoke communal violence,complaint
Someone published defamatory hate material inciting hatred against our religious group,complaint
People are mass-sharing hate speech memes calling for the extermination of our people,complaint
A Facebook page is broadcasting inflammatory hate speeches against minority students,complaint
Someone uploaded a hate speech podcast calling for violent boycott of our community,complaint
They are running a coordinated online hate campaign to provoke riots against our region,complaint
An online account is posting genocidal hate messages against Dalit and tribal communities,complaint
A hate speech channel on YouTube is circulating false propaganda to incite mob violence,complaint
Someone posted an online video threatening violence against all people of my faith,complaint
They are publishing communal hate propaganda on public social media forums,complaint
An online group is inciting hatred against North East Indians with violent threats,complaint
Someone posted provocative hate speeches to incite communal disharmony online,complaint
They are broadcasting hate messages inciting religious discrimination and violence,complaint
A viral hate campaign online is calling for attacks on minority student groups,complaint
a person is hating on my community on instagram,complaint
someone is spreading hate against my community on social media,complaint
they are targeting my community with hateful comments online,complaint
a person keeps posting hate speech against my community on instagram,complaint
someone is spreading hatred against our group on facebook,complaint
they are making hateful posts targeting people from my community,complaint
an account is constantly posting hateful content attacking my community,complaint
a person is hating on people from my religion on twitter,complaint
someone is spreading hate about people like me on social media,complaint
My senior punched me in the face,complaint
A boy hit me with a stick,complaint
They kicked me during a fight,complaint
Someone beat me up behind the hostel,complaint
A group attacked me and I got injured,complaint
He slapped me hard across the face,complaint
They threw me against the wall,complaint
Multiple people assaulted me in the bathroom,complaint
A teacher pushed me and I fell,complaint
My senior punched my stomach repeatedly,complaint
Someone attacked me with an iron rod,complaint
They beat me with a cricket bat,complaint
A gang of students beat me up,complaint
I got physically hurt by a senior,complaint
Someone threw me down the stairs,complaint
A person hit me with a water bottle,complaint
I was beaten up by multiple attackers,complaint
My hostel senior kicked me repeatedly,complaint
Someone struck me with a shoe,complaint
A teacher physically abused me,complaint
They punched me during an argument,complaint
I got struck with a wooden plank,complaint
My arm was twisted violently,complaint
Someone choked me during a fight,complaint
A senior broke my phone and hit me,complaint
My senior punched me in the face (This is happening to me regularly),complaint
A boy hit me with a stick (This is happening to me regularly),complaint
They kicked me during a fight (This is happening to me regularly),complaint
Someone beat me up behind the hostel (This is happening to me regularly),complaint
A group attacked me and I got injured (This is happening to me regularly),complaint
He slapped me hard across the face (This is happening to me regularly),complaint
They threw me against the wall (This is happening to me regularly),complaint
Multiple people assaulted me in the bathroom (This is happening to me regularly),complaint
A teacher pushed me and I fell (This is happening to me regularly),complaint
My senior punched my stomach repeatedly (This is happening to me regularly),complaint
Someone attacked me with an iron rod (This is happening to me regularly),complaint
They beat me with a cricket bat (This is happening to me regularly),complaint
A gang of students beat me up (This is happening to me regularly),complaint
I got physically hurt by a senior (This is happening to me regularly),complaint
Someone threw me down the stairs (This is happening to me regularly),complaint
A person hit me with a water bottle (This is happening to me regularly),complaint
I was beaten up by multiple attackers (This is happening to me regularly),complaint
My hostel senior kicked me repeatedly (This is happening to me regularly),complaint
Someone struck me with a shoe (This is happening to me regularly),complaint
A teacher physically abused me (This is happening to me regularly),complaint
They punched me during an argument (This is happening to me regularly),complaint
I got struck with a wooden plank (This is happening to me regularly),complaint
My arm was twisted violently (This is happening to me regularly),complaint
Someone choked me during a fight (This is happening to me regularly),complaint
A senior broke my phone and hit me (This is happening to me regularly),complaint
My uncle beat me,complaint
My uncle hit me badly,complaint
Someone beat me at home,complaint
My family member attacked me,complaint
A student hit me with a stick,complaint
Someone beat me up,complaint
I was physically attacked,complaint
My peer pushed me against the wall,complaint
Someone threw something at me and hurt me,complaint
A group of students beat me,complaint
My classmate kicked me,complaint
Someone stabbed me with a knife,complaint
I was slapped and hit,complaint
Someone punched me multiple times,complaint
A person attacked me physically,complaint
I got into a physical fight and got hurt,complaint
My senior violently attacked me,complaint
A senior attacked me with an iron rod outside the main gate,complaint
They cornered me behind the gym and beat me with wooden sticks,complaint
A student stabbed my arm with a compass during an argument in class,complaint
I was attacked by a gang of boys and suffered multiple fractures and bleeding,complaint
Someone struck my head with a glass bottle in the hostel canteen,complaint
My roommate punched me in the eye and choked me until I lost consciousness,complaint
A group of seniors dragged me into a bathroom and kicked me repeatedly in the ribs,complaint
Someone slapped me across the face and shoved me down the staircase,complaint
I was physically beaten up by local goons hired by another student,complaint
They threw hot tea on my face and burned my skin intentionally,complaint
People discriminate against me because I am from Northeast,complaint
A teacher made racist jokes about my region,complaint
Someone called me a foreigner and kicked me out,complaint
My classmates do not include me because of my race,complaint
A person said all people from my region are terrorists,complaint
I was denied entry to a club because of my appearance,complaint
Someone said my accent makes me inferior,complaint
A senior called me by a racist slur,complaint
People assume I am poor because of my ethnicity,complaint
Someone made racist comments about my skin color,complaint
I was targeted for being from a tribal community,complaint
A teacher made demeaning comments about my region,complaint
Someone said I do not belong in India,complaint
A person excluded me for being from Northeast India,complaint
My colleagues made stereotypical jokes about my region,complaint
Someone refused to sit with me due to my race,complaint
A person said my community is backward,complaint
I was bullied for having a regional accent,complaint
Someone made comments about my facial features,complaint
A senior said people from my region are uneducated,complaint
People discriminate against me because I am from Northeast (This is happening to me regularly),complaint
A teacher made racist jokes about my region (This is happening to me regularly),complaint
Someone called me a foreigner and kicked me out (This is happening to me regularly),complaint
My classmates do not include me because of my race (This is happening to me regularly),complaint
A person said all people from my region are terrorists (This is happening to me regularly),complaint
I was denied entry to a club because of my appearance (This is happening to me regularly),complaint
Someone said my accent makes me inferior (This is happening to me regularly),complaint
A senior called me by a racist slur (This is happening to me regularly),complaint
People assume I am poor because of my ethnicity (This is happening to me regularly),complaint
Someone made racist comments about my skin color (This is happening to me regularly),complaint
I was targeted for being from a tribal community (This is happening to me regularly),complaint
A teacher made demeaning comments about my region (This is happening to me regularly),complaint
Someone said I do not belong in India (This is happening to me regularly),complaint
A person excluded me for being from Northeast India (This is happening to me regularly),complaint
My colleagues made stereotypical jokes about my region (This is happening to me regularly),complaint
Someone refused to sit with me due to my race (This is happening to me regularly),complaint
A person said my community is backward (This is happening to me regularly),complaint
I was bullied for having a regional accent (This is happening to me regularly),complaint
Someone made comments about my facial features (This is happening to me regularly),complaint
A senior said people from my region are uneducated (This is happening to me regularly),complaint
I face racism based on my ethnicity,complaint
People treat me differently due to my race,complaint
I am discriminated against because of my race,complaint
Racist comments are made about me,complaint
I am excluded due to my race,complaint
People use racist slurs against me,complaint
I face racial discrimination,complaint
My race determines how people treat me,complaint
I am stereotyped based on my race,complaint
Racist behavior is directed at me,complaint
I was mocked because of my dark skin,complaint
My friends made fun of my skin color,complaint
Someone insulted me because my complexion is dark,complaint
I was treated differently because of my skin tone,complaint
My classmates teased me for being dark-skinned,complaint
Someone said I would look better with lighter skin,complaint
People made jokes about how dark my skin is,complaint
I was excluded because my skin was darker than theirs,complaint
Someone called my dark complexion unattractive,complaint
My friends compared my skin color negatively to theirs,complaint
I was embarrassed because someone mocked my skin tone,complaint
People treated me as less attractive because of my dark skin,complaint
Someone made offensive comments about the color of my skin,complaint
My classmates laughed at me because I have dark skin,complaint
I was told that lighter skin is more beautiful,complaint
Someone made me feel ashamed of my natural skin color,complaint
My peers kept making jokes about my complexion,complaint
I was judged negatively because of my skin tone,complaint
Someone told me I was too dark to be attractive,complaint
I experienced discrimination because of the color of my skin,complaint
Students from Delhi called me chinki and told me to go back to China because of my face,complaint
A landlord refused to rent to me because I am from Manipur and Northeast India,complaint
Classmates made offensive remarks about people from the Northeast eating dogs and weird food,complaint
An African international student was surrounded and racially abused by a mob,complaint
They mockingly pulled their eyes back when I walked into the lecture hall,complaint
A teacher made derogatory generalizations about students from tribal backgrounds,complaint
I was subjected to racist slurs and taunted as an outsider in my own country,complaint
People on campus constantly question my citizenship and nationality because of my facial features,complaint
They refused to sit next to me on the college bus because of my race and ethnicity,complaint
my friends mocked me because i am black,complaint
they exclude me becuase i am black,complaint
they make fun of me becuase i am black,complaint
they mock me for being black,complaint
they exclude me for being black,complaint
they always bully me for being black,complaint
they harass me for being black,complaint
they discriminate against me for being black,complaint
they taunt me for being black,complaint
they avoided me because i am black,complaint
people treat me differently because i am black,complaint
they refused to include me because i am black,complaint
they look down on me because of my skin color,complaint
i am excluded and ignored because i am black,complaint
they make racist remarks because i am black,complaint
they treat me unfairly because i am a person of color,complaint
he bullied me,complaint
she bullied me,complaint
they bullied me,complaint
someone bullied me,complaint
he is bullying me,complaint
she is bullying me,complaint
someone is bullying me,complaint
they are bullying me,complaint
I am being bullied,complaint
I was bullied,complaint
people keep bullying me,complaint
a person bullied me,complaint
my peer is bullying me,complaint
the seniors bullied me,complaint
i was bullied by my seniors,complaint
the seniors made me do things that i dont like,complaint
they bullied me and forced me to do things,complaint
My seniors forced me to do humiliating dares,complaint
I was made to crawl and do push-ups as punishment,complaint
Seniors humiliated me in front of the entire batch,complaint
I was forced to perform degrading acts by seniors,complaint
A senior made me sing dirty songs in public,complaint
I was pressured to drink beyond my limits,complaint
Seniors locked me in a room and abused me,complaint
I was forced to reveal my secrets publicly,complaint
A senior made me do push-ups at 2 AM,complaint
I was thrown water balloons and abused verbally,complaint
Seniors forced me to dance like they ordered,complaint
I was made to do degrading physical exercises,complaint
A senior forced me to call him with abusive names,complaint
I was publicly shamed by a group of seniors,complaint
Seniors forced me to perform humiliating tasks,complaint
I was forced to beg for money from juniors,complaint
A senior made me pledge to follow ridiculous rules,complaint
I was forced to stay awake all night,complaint
Seniors made me do their assignments,complaint
I was threatened with worse treatment if I complained,complaint
My seniors forced me to do humiliating dares (This is happening to me regularly),complaint
I was made to crawl and do push-ups as punishment (This is happening to me regularly),complaint
Seniors humiliated me in front of the entire batch (This is happening to me regularly),complaint
I was forced to perform degrading acts by seniors (This is happening to me regularly),complaint
A senior made me sing dirty songs in public (This is happening to me regularly),complaint
I was pressured to drink beyond my limits (This is happening to me regularly),complaint
Seniors locked me in a room and abused me (This is happening to me regularly),complaint
I was forced to reveal my secrets publicly (This is happening to me regularly),complaint
A senior made me do push-ups at 2 AM (This is happening to me regularly),complaint
I was thrown water balloons and abused verbally (This is happening to me regularly),complaint
Seniors forced me to dance like they ordered (This is happening to me regularly),complaint
I was made to do degrading physical exercises (This is happening to me regularly),complaint
A senior forced me to call him with abusive names (This is happening to me regularly),complaint
I was publicly shamed by a group of seniors (This is happening to me regularly),complaint
Seniors forced me to perform humiliating tasks (This is happening to me regularly),complaint
I was forced to beg for money from juniors (This is happening to me regularly),complaint
A senior made me pledge to follow ridiculous rules (This is happening to me regularly),complaint
I was forced to stay awake all night (This is happening to me regularly),complaint
Seniors made me do their assignments (This is happening to me regularly),complaint
I was threatened with worse treatment if I complained (This is happening to me regularly),complaint
Seniors ragged me brutally,complaint
I was ragged severely in the hostel,complaint
Seniors forced me to do humiliating things,complaint
I was subjected to extreme ragging,complaint
